温度基准,策略,城市,情景,建筑ID,楼层,夜间总时数,不舒适小时数
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_21,1840,12
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_0,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_1,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_2,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_3,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_4,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_5,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_6,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_7,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_8,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_9,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_10,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_11,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_12,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_13,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_14,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_15,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_16,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_17,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_18,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_19,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_20,1840,9
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_9_2005_S0,STOREY_0,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_3_1980_S0,STOREY_1,1840,55
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_3_1980_S0,STOREY_2,1840,87
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_3_1980_S0,STOREY_0,1840,7
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_4_1980_S0,STOREY_1,1840,161
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_4_1980_S0,STOREY_2,1840,144
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_4_1980_S0,STOREY_0,1840,23
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_5_1980_S0,STOREY_1,1840,53
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_5_1980_S0,STOREY_0,1840,11
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_6_1980_S0,STOREY_1,1840,38
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_6_1980_S0,STOREY_2,1840,78
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_6_1980_S0,STOREY_0,1840,5
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_7_1995_S0,STOREY_1,1840,118
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_7_1995_S0,STOREY_2,1840,140
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_7_1995_S0,STOREY_0,1840,29
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_8_1980_S0,STOREY_1,1840,124
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_8_1980_S0,STOREY_2,1840,122
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_8_1980_S0,STOREY_0,1840,7
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_9_1995_S0,STOREY_1,1840,26
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_9_1995_S0,STOREY_2,1840,76
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_9_1995_S0,STOREY_0,1840,7
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_10_1995_S0,STOREY_1,1840,18
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_10_1995_S0,STOREY_2,1840,19
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_10_1995_S0,STOREY_3,1840,19
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_10_1995_S0,STOREY_4,1840,22
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_10_1995_S0,STOREY_5,1840,52
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_10_1995_S0,STOREY_0,1840,10
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_13_2005_S0,STOREY_1,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_13_2005_S0,STOREY_2,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_13_2005_S0,STOREY_3,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_13_2005_S0,STOREY_4,1840,42
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_13_2005_S0,STOREY_0,1840,8
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_11_1995_S0,STOREY_1,1840,18
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_11_1995_S0,STOREY_2,1840,20
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_11_1995_S0,STOREY_3,1840,20
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_11_1995_S0,STOREY_4,1840,25
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_11_1995_S0,STOREY_5,1840,68
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_11_1995_S0,STOREY_0,1840,7
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_12_2005_S0,STOREY_1,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_12_2005_S0,STOREY_2,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_12_2005_S0,STOREY_3,1840,15
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_12_2005_S0,STOREY_4,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_12_2005_S0,STOREY_5,1840,44
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_12_2005_S0,STOREY_0,1840,8
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_15_2005_S0,STOREY_1,1840,13
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_15_2005_S0,STOREY_2,1840,13
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_15_2005_S0,STOREY_3,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_15_2005_S0,STOREY_4,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_15_2005_S0,STOREY_5,1840,45
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_15_2005_S0,STOREY_0,1840,7
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_1_1995_S0,STOREY_1,1840,19
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_1_1995_S0,STOREY_2,1840,20
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_1_1995_S0,STOREY_3,1840,20
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_1_1995_S0,STOREY_4,1840,24
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_1_1995_S0,STOREY_5,1840,69
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_1_1995_S0,STOREY_0,1840,7
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_2_1980_S0,STOREY_1,1840,25
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_2_1980_S0,STOREY_2,1840,30
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_2_1980_S0,STOREY_3,1840,30
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_2_1980_S0,STOREY_4,1840,46
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_2_1980_S0,STOREY_5,1840,65
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_2_1980_S0,STOREY_0,1840,6
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_14_1995_S0,STOREY_1,1840,19
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_14_1995_S0,STOREY_2,1840,19
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_14_1995_S0,STOREY_3,1840,19
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_14_1995_S0,STOREY_4,1840,19
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_14_1995_S0,STOREY_5,1840,19
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_14_1995_S0,STOREY_6,1840,19
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_14_1995_S0,STOREY_7,1840,19
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_14_1995_S0,STOREY_8,1840,23
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_14_1995_S0,STOREY_9,1840,61
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_14_1995_S0,STOREY_0,1840,7
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_3_1995_S0,STOREY_1,1840,10
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_3_1995_S0,STOREY_2,1840,11
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_3_1995_S0,STOREY_3,1840,11
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_3_1995_S0,STOREY_4,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_3_1995_S0,STOREY_5,1840,47
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_3_1995_S0,STOREY_0,1840,5
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_4_2005_S0,STOREY_1,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_4_2005_S0,STOREY_2,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_4_2005_S0,STOREY_3,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_4_2005_S0,STOREY_4,1840,18
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_4_2005_S0,STOREY_5,1840,41
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_4_2005_S0,STOREY_0,1840,7
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_5_2005_S0,STOREY_1,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_5_2005_S0,STOREY_2,1840,18
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_5_2005_S0,STOREY_3,1840,18
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_5_2005_S0,STOREY_4,1840,20
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_5_2005_S0,STOREY_5,1840,56
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_5_2005_S0,STOREY_0,1840,7
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_6_2005_S0,STOREY_1,1840,15
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_6_2005_S0,STOREY_2,1840,15
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_6_2005_S0,STOREY_3,1840,16
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_6_2005_S0,STOREY_4,1840,19
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_6_2005_S0,STOREY_5,1840,46
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_6_2005_S0,STOREY_0,1840,7
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_7_1995_S0,STOREY_1,1840,23
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_7_1995_S0,STOREY_2,1840,24
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_7_1995_S0,STOREY_3,1840,30
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_7_1995_S0,STOREY_4,1840,79
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_7_1995_S0,STOREY_0,1840,7
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_8_1995_S0,STOREY_1,1840,36
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_8_1995_S0,STOREY_2,1840,36
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_8_1995_S0,STOREY_3,1840,36
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_8_1995_S0,STOREY_4,1840,48
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_8_1995_S0,STOREY_5,1840,88
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_8_1995_S0,STOREY_0,1840,6
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_9_1980_S0,STOREY_1,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_9_1980_S0,STOREY_2,1840,15
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_9_1980_S0,STOREY_3,1840,16
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_9_1980_S0,STOREY_4,1840,24
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_9_1980_S0,STOREY_5,1840,52
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_1_9_1980_S0,STOREY_0,1840,4
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_11_2005_S0,STOREY_1,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_11_2005_S0,STOREY_2,1840,15
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_11_2005_S0,STOREY_3,1840,15
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_11_2005_S0,STOREY_4,1840,15
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_11_2005_S0,STOREY_5,1840,15
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_11_2005_S0,STOREY_6,1840,15
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_11_2005_S0,STOREY_7,1840,15
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_11_2005_S0,STOREY_8,1840,15
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_11_2005_S0,STOREY_9,1840,16
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_11_2005_S0,STOREY_10,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_11_2005_S0,STOREY_11,1840,38
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_11_2005_S0,STOREY_0,1840,8
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_10_1995_S0,STOREY_1,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_10_1995_S0,STOREY_2,1840,18
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_10_1995_S0,STOREY_3,1840,18
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_10_1995_S0,STOREY_4,1840,18
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_10_1995_S0,STOREY_5,1840,18
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_10_1995_S0,STOREY_6,1840,18
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_10_1995_S0,STOREY_7,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_10_1995_S0,STOREY_8,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_10_1995_S0,STOREY_9,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_10_1995_S0,STOREY_10,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_10_1995_S0,STOREY_11,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_10_1995_S0,STOREY_12,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_10_1995_S0,STOREY_13,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_10_1995_S0,STOREY_14,1840,21
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_10_1995_S0,STOREY_15,1840,46
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_10_1995_S0,STOREY_0,1840,8
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_12_2005_S0,STOREY_1,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_12_2005_S0,STOREY_2,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_12_2005_S0,STOREY_3,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_12_2005_S0,STOREY_4,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_12_2005_S0,STOREY_5,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_12_2005_S0,STOREY_6,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_12_2005_S0,STOREY_7,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_12_2005_S0,STOREY_8,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_12_2005_S0,STOREY_9,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_12_2005_S0,STOREY_10,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_12_2005_S0,STOREY_11,1840,14
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_12_2005_S0,STOREY_12,1840,18
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_12_2005_S0,STOREY_13,1840,30
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_12_2005_S0,STOREY_0,1840,8
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_15_2005_S0,STOREY_1,1840,15
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_15_2005_S0,STOREY_2,1840,16
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_15_2005_S0,STOREY_3,1840,16
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_15_2005_S0,STOREY_4,1840,16
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_15_2005_S0,STOREY_5,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_15_2005_S0,STOREY_6,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_15_2005_S0,STOREY_7,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_15_2005_S0,STOREY_8,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_15_2005_S0,STOREY_9,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_15_2005_S0,STOREY_10,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_15_2005_S0,STOREY_11,1840,18
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_15_2005_S0,STOREY_12,1840,49
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_15_2005_S0,STOREY_0,1840,6
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_1,1840,16
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_2,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_3,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_4,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_5,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_6,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_7,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_8,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_9,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_10,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_11,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_12,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_13,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_14,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_15,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_16,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_17,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_18,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_19,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_20,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_21,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_22,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_23,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_24,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_25,1840,17
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_26,1840,19
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_27,1840,39
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_13_2005_S0,STOREY_0,1840,7
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_14_2015_S0,STOREY_1,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_14_2015_S0,STOREY_2,1840,4
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_14_2015_S0,STOREY_3,1840,4
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_14_2015_S0,STOREY_4,1840,4
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_14_2015_S0,STOREY_5,1840,4
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_14_2015_S0,STOREY_6,1840,4
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_14_2015_S0,STOREY_7,1840,4
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_14_2015_S0,STOREY_8,1840,4
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_14_2015_S0,STOREY_9,1840,4
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_14_2015_S0,STOREY_10,1840,4
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_14_2015_S0,STOREY_11,1840,4
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_14_2015_S0,STOREY_12,1840,4
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_14_2015_S0,STOREY_13,1840,4
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_2_14_2015_S0,STOREY_14,1840,4
