温度基准,策略,城市,情景,建筑ID,楼层,夜间总时数,不舒适小时数
26°C,定容,guang3zhou1shi4,2040 RCP 4.5,guang3zhou1shi4_2_9_2005_S0,STOREY_23,1670,34
26°C,定容,guang3zhou1shi4,2040 RCP 4.5,guang3zhou1shi4_2_9_2005_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_12_2005_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_12_2005_S0,STOREY_2,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_12_2005_S0,STOREY_3,1670,26
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_12_2005_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_10_1995_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_10_1995_S0,STOREY_2,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_10_1995_S0,STOREY_3,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_10_1995_S0,STOREY_4,1670,48
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_10_1995_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_1_2005_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_1_2005_S0,STOREY_2,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_1_2005_S0,STOREY_3,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_1_2005_S0,STOREY_4,1670,26
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_1_2005_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_11_1995_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_11_1995_S0,STOREY_2,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_11_1995_S0,STOREY_3,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_11_1995_S0,STOREY_4,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_11_1995_S0,STOREY_5,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_11_1995_S0,STOREY_6,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_11_1995_S0,STOREY_7,1670,39
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_11_1995_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_4_1995_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_4_1995_S0,STOREY_2,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_4_1995_S0,STOREY_3,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_4_1995_S0,STOREY_4,1670,2
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_4_1995_S0,STOREY_5,1670,58
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_4_1995_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_3_2005_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_3_2005_S0,STOREY_2,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_3_2005_S0,STOREY_3,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_3_2005_S0,STOREY_4,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_3_2005_S0,STOREY_5,1670,57
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_3_2005_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_5_1995_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_5_1995_S0,STOREY_2,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_5_1995_S0,STOREY_3,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_5_1995_S0,STOREY_4,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_5_1995_S0,STOREY_5,1670,53
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_5_1995_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_2_2005_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_2_2005_S0,STOREY_2,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_2_2005_S0,STOREY_3,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_2_2005_S0,STOREY_4,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_2_2005_S0,STOREY_5,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_2_2005_S0,STOREY_6,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_2_2005_S0,STOREY_7,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_2_2005_S0,STOREY_8,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_2_2005_S0,STOREY_9,1670,55
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_2_2005_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_6_2005_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_6_2005_S0,STOREY_2,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_6_2005_S0,STOREY_3,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_6_2005_S0,STOREY_4,1670,2
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_6_2005_S0,STOREY_5,1670,60
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_6_2005_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_7_2005_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_7_2005_S0,STOREY_2,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_7_2005_S0,STOREY_3,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_7_2005_S0,STOREY_4,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_7_2005_S0,STOREY_5,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_7_2005_S0,STOREY_6,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_7_2005_S0,STOREY_7,1670,44
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_7_2005_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_9_1980_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_9_1980_S0,STOREY_2,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_9_1980_S0,STOREY_3,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_9_1980_S0,STOREY_4,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_9_1980_S0,STOREY_5,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_9_1980_S0,STOREY_6,1670,2
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_9_1980_S0,STOREY_7,1670,47
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_9_1980_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_8_1995_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_8_1995_S0,STOREY_2,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_8_1995_S0,STOREY_3,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_8_1995_S0,STOREY_4,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_8_1995_S0,STOREY_5,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_8_1995_S0,STOREY_6,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_8_1995_S0,STOREY_7,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_8_1995_S0,STOREY_8,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_8_1995_S0,STOREY_9,1670,49
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_1_8_1995_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_10_2005_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_10_2005_S0,STOREY_2,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_10_2005_S0,STOREY_3,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_10_2005_S0,STOREY_4,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_10_2005_S0,STOREY_5,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_10_2005_S0,STOREY_6,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_10_2005_S0,STOREY_7,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_10_2005_S0,STOREY_8,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_10_2005_S0,STOREY_9,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_10_2005_S0,STOREY_10,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_10_2005_S0,STOREY_11,1670,35
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_10_2005_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_11_2005_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_11_2005_S0,STOREY_2,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_11_2005_S0,STOREY_3,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_11_2005_S0,STOREY_4,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_11_2005_S0,STOREY_5,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_11_2005_S0,STOREY_6,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_11_2005_S0,STOREY_7,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_11_2005_S0,STOREY_8,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_11_2005_S0,STOREY_9,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_11_2005_S0,STOREY_10,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_11_2005_S0,STOREY_11,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_11_2005_S0,STOREY_12,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_11_2005_S0,STOREY_13,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_11_2005_S0,STOREY_14,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_11_2005_S0,STOREY_15,1670,31
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_11_2005_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_2,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_3,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_4,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_5,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_6,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_7,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_8,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_9,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_10,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_11,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_12,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_13,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_14,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_15,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_16,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_17,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_18,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_19,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_20,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_21,1670,19
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_12_2015_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_2,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_3,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_4,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_5,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_6,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_7,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_8,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_9,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_10,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_11,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_12,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_13,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_14,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_15,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_16,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_17,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_18,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_19,1670,58
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_2_1995_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_2,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_3,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_4,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_5,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_6,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_7,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_8,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_9,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_10,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_11,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_12,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_13,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_14,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_15,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_16,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_17,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_18,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_19,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_20,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_21,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_22,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_23,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_24,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_25,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_26,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_27,1670,13
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_1_2015_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_2,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_3,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_4,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_5,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_6,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_7,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_8,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_9,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_10,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_11,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_12,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_13,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_14,1670,25
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_2,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_3,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_4,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_5,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_6,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_7,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_8,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_9,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_10,1670,1
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_11,1670,44
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_1,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_2,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_3,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_4,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_5,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_6,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_7,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_8,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_9,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_10,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_11,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_12,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_13,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_14,1670,23
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_0,1670,0
26°C,定容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_6_2005_S0,STOREY_1,1670,0
